"kingdom","phylum","class","order","family","genus","valid_name","scientificname","adult","adult_simple","adult_tidy","valid_AphiaID","rank"
"Chromista","Cercozoa","Metromonadea","Metromonadida",NA,"Micrometopion","Micrometopion","Micrometopion","zooplankton","Other","Plankton"," 590937","Genus"
"Chromista","Cercozoa","Ascetosporea","Haplosporida","Haplosporidiidae","Minchinia","Minchinia","Minchinia","zooplankton","Other","Plankton"," 562869","Genus"
"Chromista","Cercozoa","Ascetosporea","Haplosporida","Haplosporidiidae","Minchinia","Minchinia chitonis","Minchinia chitonis","zooplankton","Other","Plankton"," 563579","Species"
"Chromista","Myzozoa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis","Monocystis",NA,NA,NA," 562732","Genus"
"Protozoa","Choanozoa","Choanoflagellatea","Craspedida","Codonosigaceae","Monosiga","Monosiga ovata","Monosiga ovata","zooplankton","Other","Plankton"," 105645","Species"
"Plantae","Tracheophyta","Magnoliopsida","Zingiberales","Musaceae","Musa","Musa acuminata","Musa acuminata",NA,NA,NA,"1492213","Species"
"Chromista","Heterokontophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula","Navicula","phytoplankton","Other","Plankton"," 149142","Genus"
"Plantae","Chlorophyta","Nephroselmidophyceae","Nephroselmidales","Nephroselmidaceae","Nephroselmis","Nephroselmis pyriformis","Nephroselmis pyriformis","mixoplankton","Other","Plankton"," 134541","Species"
"Chromista","Heterokontophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia","Nitzschia","phytoplankton","Other","Plankton"," 149045","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia longissima","Nitzschia longissima","phytoplankton","Other","Plankton"," 149150","Species"
"Chromista","Heterokontophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia ovalis","Nitzschia ovalis","benthos","Macrobenthos","Macrobenthos"," 175430","Species"
"Protozoa","Choanozoa","Cristidiscoidea","Nucleariida","Nucleariidae","Nuclearia","Nuclearia","Nuclearia",NA,NA,NA," 707589","Genus"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Nusuttodinium","Nusuttodinium poecilochroum","Nusuttodinium poecilochroum","mixoplankton","Other","Plankton"," 840906","Species"
"Chromista","Bigyra","Labyrinthulea","Thraustochytrida","Thraustochytriaceae","Oblongichytrium","Oblongichytrium","Oblongichytrium",NA,NA,NA," 590572","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Triceratiales","Triceratiaceae","Odontella","Odontella","Odontella","phytoplankton","Other","Plankton"," 148963","Genus"
"Chromista","Oomycota","Peronosporea","Olpidiopsidales","Olpidiopsidaceae","Olpidiopsis","Olpidiopsis","Olpidiopsis",NA,NA,NA," 172191","Genus"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Omegastrombidium","Omegastrombidium elegans","Omegastrombidium elegans","mixoplankton","Other","Plankton"," 427716","Species"
"Chromista","Myzozoa","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","Oxyrrhis marina","Oxyrrhis marina","microplankton","Other","Plankton"," 109902","Species"
"Chromista",NA,"Palpitea",NA,"Palpitomonadidae","Palpitomonas","Palpitomonas","Palpitomonas",NA,NA,NA,"1486515","Genus"
"Chromista","Myzozoa","Dinophyceae","Blastodiniales","Paradinophycidae","Paradinium","Paradinium","Paradinium","nanoplankton","Other","Plankton"," 562661","Genus"
"Chromista","Ciliophora","Spirotrichea","Euplotida","Uronychiidae","Paradiophrys","Paradiophrys irmgard","Paradiophrys irmgard","benthos","Macrobenthos","Macrobenthos"," 427701","Species"
"Chromista","Ciliophora","Spirotrichea","Euplotida","Uronychiidae","Paradiophrys","Paradiophrys zhangi","Paradiophrys zhangi","benthos","Macrobenthos","Macrobenthos","1768985","Species"
"Protozoa","Amoebozoa","Tubulinea","Leptomyxida","Flabellulidae","Paraflabellula","Paraflabellula reniformis","Paraflabellula reniformis",NA,NA,NA," 120600","Species"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium","Paragymnodinium","Paragymnodinium","nanoplankton","Other","Plankton"," 707629","Genus"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium","Paragymnodinium shiwhaense","Paragymnodinium shiwhaense","mixoplankton","Other","Plankton"," 761431","Species"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Parallelostrombidium","Parallelostrombidium","Parallelostrombidium","zooplankton","Other","Plankton"," 393604","Genus"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Parallelostrombidium","Parallelostrombidium conicum","Parallelostrombidium conicum","zooplankton","Other","Plankton"," 761915","Species"
"Chromista","Ciliophora","Oligohymenophorea","Peniculida","Parameciidae","Paramecium","Paramecium","Paramecium","benthos","Macrobenthos","Macrobenthos"," 415756","Genus"
"Animalia","Xenacoelomorpha",NA,"Acoela","Mecynostomidae","Paramecynostomum","Paramecynostomum diversicolor","Paramecynostomum diversicolor","macrobenthos","Macrobenthos","Macrobenthos"," 142687","Species"
"Chromista","Ciliophora","Oligohymenophorea","Philasterida","Orchitophryidae","Paranophrys","Paranophrys marina","Paranophrys marina","benthos","Macrobenthos","Macrobenthos"," 427056","Species"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Strombidinopsidae","Parastrombidinopsis","Parastrombidinopsis minima","Parastrombidinopsis minima","zooplankton","Other","Plankton"," 427385","Species"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Strombidinopsidae","Parastrombidinopsis","Parastrombidinopsis shimi","Parastrombidinopsis shimi","zooplankton","Other","Plankton"," 396309","Species"
"Animalia","Xenacoelomorpha",NA,"Acoela","Paratomellidae","Paratomella","Paratomella","Paratomella","macrobenthos","Macrobenthos","Macrobenthos"," 142184","Genus"
"Protozoa","Dinophyta","Perkinsophyceae","Perkinsales","Parviluciferaceae","Parvilucifera","Parvilucifera","Parvilucifera","zooplankton","Other","Plankton"," 603335","Genus"
"Protozoa","Dinophyta","Perkinsophyceae","Perkinsales","Parviluciferaceae","Parvilucifera","Parvilucifera sinerae","Parvilucifera sinerae","zooplankton","Other","Plankton"," 707712","Species"
"Chromista","Cercozoa","Imbricatea","Euglyphida","Paulinellideae","Paulinella","Paulinella","Paulinella","phytoplankton","Other","Plankton"," 136779","Genus"
"Chromista","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Pavlova","Pavlova","Pavlova","mixoplankton","Other","Plankton"," 249731","Genus"
"Chromista","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Pavlova","Pavlova gyrans","Pavlova gyrans","mixoplankton","Other","Plankton"," 573929","Species"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Strobilidiidae","Pelagostrobilidium","Pelagostrobilidium","Pelagostrobilidium","zooplankton","Other","Plankton"," 101182","Genus"
"Animalia","Chordata","Teleostei","Perciformes","Percidae","Perca","Perca fluviatilis","Perca fluviatilis","fish","fish","Fish"," 151353","Species"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium","Peridinium","phytoplankton","Other","Plankton"," 109549","Genus"
"Chromista","Ciliophora","Heterotrichea","Heterotrichida","Peritromidae","Peritromus","Peritromus","Peritromus","benthos","Macrobenthos","Macrobenthos"," 172321","Genus"
"Chromista","Myzozoa","Perkinsea","Perkinsida","Perkinsidae","Perkinsus","Perkinsus","Perkinsus","algae","Other","Plankton"," 103344","Genus"
"Chromista","Haptophyta","Coccolithophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis","Phaeocystis","phytoplankton","Other","Plankton"," 115088","Genus"
"Chromista","Haptophyta","Coccolithophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa","Phaeocystis globosa","phytoplankton","Other","Plankton"," 160538","Species"
"Chromista","Heterokontophyta","Bacillariophyceae","Naviculales","Phaeodactylaceae","Phaeodactylum","Phaeodactylum","Phaeodactylum","phytoplankton","Other","Plankton"," 175582","Genus"
"Chromista","Cercozoa","Phytomyxea","Phytomyxea incertae sedis",NA,"Phagomyxa","Phagomyxa","Phagomyxa","zooplankton","Other","Plankton"," 172144","Genus"
"Chromista","Myzozoa","Dinophyceae","Dinophysales","Oxyphysaceae","Phalacroma","Phalacroma","Phalacroma","phytoplankton","Other","Plankton"," 109466","Genus"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Polykrikaceae","Pheopolykrikos","Pheopolykrikos beauchampii","Pheopolykrikos beauchampii","phytoplankton","Other","Plankton"," 109896","Species"
"Chromista","Ciliophora","Litostomatea","Haptorida","Lacrymariidae","Phialina","Phialina","Phialina","benthos","Macrobenthos","Macrobenthos"," 425537","Genus"
"Chromista","Ciliophora","Litostomatea","Haptorida","Lacrymariidae","Phialina","Phialina salinarum","Phialina salinarum","benthos","Macrobenthos","Macrobenthos"," 426571","Species"
"Chromista","Ciliophora","Oligohymenophorea","Philasterida","Philasteridae","Philaster","Philaster","Philaster","benthos","Macrobenthos","Macrobenthos"," 415804","Genus"
"Chromista","Ciliophora","Oligohymenophorea","Philasterida","Philasteridae","Philasterides","Philasterides armatalis","Philasterides armatalis","benthos","Macrobenthos","Macrobenthos"," 427069","Species"
"Chromista","Radiozoa","Acantharia","Arthracanthida","Phyllostauridae","Phyllostaurus","Phyllostaurus","Phyllostaurus","mixoplankton","Other","Plankton","1699131","Genus"
"Chromista","Oomycota","Peronosporea","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora","Phytophthora",NA,NA,NA,"1457131","Genus"
"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia","Pichia",NA,NA,NA," 147588","Genus"
"Plantae","Picozoa","Picomonadea","Picomonadida","Picomonadidae","Picomonas","Picomonas","Picomonas",NA,NA,NA," 730535","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia","Pinnularia","Pinnularia","phytoplankton","Other","Plankton"," 149208","Genus"
"Protozoa",NA,NA,NA,NA,"Pirsonia","Pirsonia","Pirsonia",NA,NA,NA," 118022","Genus"
"Protozoa",NA,NA,NA,NA,"Pirsonia","Pirsonia verrucosa","Pirsonia verrucosa",NA,NA,NA," 118068","Species"
"Chromista","Ciliophora","Prostomatea","Prorodontida","Placidae","Placus","Placus salinus","Placus salinus","benthos","Macrobenthos","Macrobenthos"," 417416","Species"
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Platichthys stellatus","fish","fish","Fish"," 154781","Species"
"Protozoa","Choanozoa","Choanoflagellatea","Acanthoecida","Acanthoecidae","Pleurasiga","Pleurasiga minima","Pleurasiga minima","zooplankton","Other","Plankton"," 105598","Species"
"Protozoa","Choanozoa","Choanoflagellatea","Acanthoecida","Acanthoecidae","Pleurasiga","Pleurasiga reynoldsii","Pleurasiga reynoldsii","zooplankton","Other","Plankton"," 105601","Species"
"Chromista","Ciliophora","Oligohymenophorea","Pleuronematida","Pleuronematidae","Pleuronema","Pleuronema","Pleuronema","benthos","Macrobenthos","Macrobenthos"," 163556","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Naviculales","Pleurosigmataceae","Pleurosigma","Pleurosigma","Pleurosigma","phytoplankton","Other","Plankton"," 149181","Genus"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Polykrikaceae","Polykrikos","Polykrikos herdmaniae","Polykrikos herdmaniae","microbenthos","Other","Microbenthos"," 623118","Species"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Polykrikaceae","Polykrikos","Polykrikos kofoidii","Polykrikos kofoidii","microplankton","Other","Plankton"," 109899","Species"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia","Preussia",NA,NA,NA," 100126","Genus"
"Animalia","Rotifera","Eurotatoria","Ploima","Proalidae","Proales","Proales reinhardti","Proales reinhardti","microbenthos","Other","Microbenthos"," 135036","Species"
"Chromista","Heterokontophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","Proboscia","Proboscia","Proboscia","phytoplankton","Other","Plankton"," 149167","Genus"
"Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum","Prorocentrum","phytoplankton","Other","Plankton"," 109566","Genus"
"Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum foraminosum","Prorocentrum foraminosum","microbenthos","Other","Microbenthos"," 232437","Species"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Warnowiaceae","Proterythropsis","Proterythropsis","Proterythropsis","nanoplankton","Other","Plankton"," 231794","Genus"
"Chromista","Ciliophora","Spirotrichea","Protocruziida","Protocruziidae","Protocruzia","Protocruzia","Protocruzia","benthos","Macrobenthos","Macrobenthos"," 415870","Genus"
"Chromista","Ciliophora","Spirotrichea","Protocruziida","Protocruziidae","Protocruzia","Protocruzia adherens","Protocruzia adherens","benthos","Macrobenthos","Macrobenthos"," 427746","Species"
"Chromista","Ciliophora","Spirotrichea","Protocruziida","Protocruziidae","Protocruzia","Protocruzia granulosa","Protocruzia granulosa","benthos","Macrobenthos","Macrobenthos"," 427748","Species"
"Chromista","Ciliophora","Spirotrichea","Protocruziida","Protocruziidae","Protocruzia","Protocruzia tuzeti","Protocruzia tuzeti","benthos","Macrobenthos","Macrobenthos"," 427750","Species"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium","Protoperidinium","phytoplankton","Other","Plankton"," 109553","Genus"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium bipes","Protoperidinium bipes","microplankton","Other","Plankton"," 110208","Species"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium claudicans","Protoperidinium claudicans","microplankton","Other","Plankton"," 163862","Species"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium depressum","Protoperidinium depressum","microplankton","Other","Plankton"," 110217","Species"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium excentricum","Protoperidinium excentricum","microplankton","Other","Plankton"," 110220","Species"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium pellucidum","Protoperidinium pellucidum","nanoplankton","Other","Plankton"," 110245","Species"
"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium thulesense","Protoperidinium thulesense","microplankton","Other","Plankton"," 232861","Species"
"Chromista","Haptophyta","Coccolithophyceae","Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium","Prymnesium","phytoplankton","Other","Plankton"," 160563","Genus"
"Chromista","Haptophyta","Coccolithophyceae","Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium parvum","Prymnesium parvum","mixoplankton","Other","Plankton"," 160564","Species"
"Chromista","Haptophyta","Coccolithophyceae","Prymnesiales","Prymnesiaceae","Prymnesium","Prymnesium pigrum","Prymnesium pigrum","mixoplankton","Other","Plankton"," 624973","Species"
"Chromista","Heliozoa","Centrohelea","Pterocystida","Pterocystidae","Pterocystis","Pterocystis","Pterocystis",NA,NA,NA,"1748110","Genus"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Ptychocylididae","Ptychocylis","Ptychocylis minor","Ptychocylis minor","microplankton","Other","Plankton"," 427510","Species"
"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Ptychodiscaceae","Ptychodiscus","Ptychodiscus","Ptychodiscus","phytoplankton","Other","Plankton"," 109478","Genus"
"Animalia","Rotifera","Eurotatoria","Flosculariaceae","Flosculariidae","Ptygura","Ptygura beauchampi","Ptygura beauchampi","benthos","Macrobenthos","Macrobenthos","1796131","Species"
"Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas","Pyramimonas","phytoplankton","Other","Plankton"," 134529","Genus"
"Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas gelidicola","Pyramimonas gelidicola","mixoplankton","Other","Plankton"," 341612","Species"
"Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas obovata","Pyramimonas obovata","phytoplankton","Other","Plankton"," 376151","Species"
"Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas olivacea","Pyramimonas olivacea","phytoplankton","Other","Plankton"," 495346","Species"
"Plantae","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas parkeae","Pyramimonas parkeae","mixoplankton","Other","Plankton"," 495287","Species"
"Chromista","Oomycota","Peronosporea","Pythiales","Pythiaceae","Pythium","Pythium","Pythium",NA,NA,NA," 172180","Genus"
"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus","Ranunculus",NA,NA,NA," 416215","Genus"
"Chromista","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Rebecca","Rebecca salina","Rebecca salina","algae","Other","Plankton"," 573916","Species"
"Protozoa","Amoebozoa","Tubulinea","Leptomyxida","Leptomyxida incertae sedis","Rhizamoeba","Rhizamoeba","Rhizamoeba",NA,NA,NA," 120548","Genus"
"Protozoa","Amoebozoa","Tubulinea","Leptomyxida","Leptomyxida incertae sedis","Rhizamoeba","Rhizamoeba saxonica","Rhizamoeba saxonica",NA,NA,NA," 120614","Species"
"Fungi","Chytridiomycota","Chytridiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium","Rhizophydium","Rhizophydium",NA,NA,NA," 162973","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia","Rhizosolenia","phytoplankton","Other","Plankton"," 149069","Genus"
"Chromista","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma","Rhogostoma","Rhogostoma","zooplankton","Other","Plankton","1737147","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Cymbellales","Rhoicospheniaceae","Rhoicosphenia","Rhoicosphenia stoermeri","Rhoicosphenia stoermeri","phytoplankton","Other","Plankton","1214718","Species"
"Chromista","Bigyra","Bicosoecophyceae","Rictales","Rictaceae","Rictus","Rictus","Rictus",NA,NA,NA,"1736990","Genus"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Strobilidiidae","Rimostrombidium","Rimostrombidium","Rimostrombidium","zooplankton","Other","Plankton"," 101183","Genus"
"Protozoa","Choanozoa","Cristidiscoidea","Rozellida","Rozellidae","Rozella","Rozella","Rozella",NA,NA,NA," 707611","Genus"
"Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus","Rubus",NA,NA,NA," 415940","Genus"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Tintinnidae","Salpingella","Salpingella","Salpingella","microplankton","Other","Plankton"," 183566","Genus"
"Protozoa","Choanozoa","Choanoflagellatea","Craspedida","Salpingoecidae","Salpingoeca","Salpingoeca tuba","Salpingoeca tuba","zooplankton","Other","Plankton"," 105682","Species"
"Protozoa","Choanozoa","Choanoflagellatea","Craspedida","Salpingoecidae","Salpingoeca","Salpingoeca urceolata","Salpingoeca urceolata","zooplankton","Other","Plankton"," 105684","Species"
"Chromista","Foraminifera","Nodosariata","Vaginulinida","Vaginulinidae","Saracenaria","Saracenaria","Saracenaria","meiobenthos","Macrobenthos","Macrobenthos"," 112288","Genus"
"Chromista","Ciliophora","Oligohymenophorea","Philasterida","Cinetochilidae","Sathrophilus","Sathrophilus holtae","Sathrophilus holtae","benthos","Macrobenthos","Macrobenthos"," 427034","Species"
"Chromista","Bigyra","Labyrinthulea","Thraustochytrida","Thraustochytriaceae","Schizochytrium","Schizochytrium minutum","Schizochytrium minutum",NA,NA,NA," 119116","Species"
"Chromista","Myzozoa","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Scrippsiella","Scrippsiella","Scrippsiella","phytoplankton","Other","Plankton"," 109545","Genus"
"Chromista","Myzozoa","Conoidasida","Eugregarinorida","Selenidiidae","Selenidium","Selenidium","Selenidium",NA,NA,NA," 562744","Genus"
"Chromista","Heterokontophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora","Sellaphora","Sellaphora","phytoplankton","Other","Plankton"," 157078","Genus"
"Chromista","Myzozoa","Dinophyceae","Dinophysales","Dinophysaceae","Sinophysis","Sinophysis","Sinophysis","phytoplankton","Other","Plankton"," 109467","Genus"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Spirostrombidium","Spirostrombidium schizostomum","Spirostrombidium schizostomum","zooplankton","Other","Plankton"," 427722","Species"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Spirostrombidium","Spirostrombidium subtropicum","Spirostrombidium subtropicum","zooplankton","Other","Plankton"," 761917","Species"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Tontoniidae","Spirotontonia","Spirotontonia","Spirotontonia","mixoplankton","Other","Plankton"," 425652","Genus"
"Animalia","Xenacoelomorpha",NA,"Nemertodermatida","Nemertodermatidae","Sterreria","Sterreria","Sterreria","macrobenthos","Macrobenthos","Macrobenthos"," 379828","Genus"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis","Strombidinopsis acuminata","Strombidinopsis acuminata","zooplankton","Other","Plankton"," 101350","Species"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis","Strombidinopsis batos","Strombidinopsis batos","zooplankton","Other","Plankton"," 595206","Species"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium","Strombidium","Strombidium","zooplankton","Other","Plankton"," 101195","Genus"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium","Strombidium apolatum","Strombidium apolatum","mixoplankton","Other","Plankton"," 389612","Species"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium","Strombidium conicum","Strombidium conicum","mixoplankton","Other","Plankton"," 101289","Species"
"Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium","Strombidium rassoulzadegani","Strombidium rassoulzadegani","mixoplankton","Other","Plankton"," 595221","Species"
"Chromista","Myzozoa","Dinophyceae","Syndiniales","Syndiniaceae","Syndinium","Syndinium","Syndinium","nanoplankton","Other","Plankton"," 562667","Genus"
"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina","Taphrina",NA,NA,NA," 988625","Genus"
"Chromista","Cryptophyta","Telonemea","Telonemida",NA,"Telonema","Telonema","Telonema",NA,NA,NA," 118028","Genus"
"Chromista","Cryptophyta","Telonemea","Telonemida",NA,"Telonema","Telonema antarcticum","Telonema antarcticum","zooplankton","Other","Plankton"," 118074","Species"
"Chromista","Cryptophyta","Telonemea","Telonemida",NA,"Telonema","Telonema subtile","Telonema subtile","zooplankton","Other","Plankton"," 118075","Species"
"Chromista","Haptophyta","Coccolithophyceae","Coccolithales","Coccolithaceae","Tergestiella","Tergestiella adriatica","Tergestiella adriatica","phytoplankton","Other","Plankton"," 840383","Species"
"Chromista","Ciliophora","Oligohymenophorea","Tetrahymenida","Tetrahymenidae","Tetrahymena","Tetrahymena","Tetrahymena","benthos","Macrobenthos","Macrobenthos"," 416056","Genus"
"Plantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis","Tetraselmis","Tetraselmis","phytoplankton","Other","Plankton"," 134526","Genus"
"Animalia","Nemertea","Hoplonemertea","Monostilifera","Tetrastemmatidae","Tetrastemma","Tetrastemma","Tetrastemma","benthos","Macrobenthos","Macrobenthos"," 122419","Genus"
"Chromista","Myzozoa","Ellobiopsea","Ellobiopsida","Ellobiopsidae","Thalassomyces","Thalassomyces","Thalassomyces","algae","Other","Plankton"," 562629","Genus"
"Chromista","Bigyra","Labyrinthulea","Thraustochytrida","Thraustochytriaceae","Thraustochytrium","Thraustochytrium","Thraustochytrium",NA,NA,NA," 119095","Genus"
"Chromista","Bigyra","Labyrinthulea","Thraustochytrida","Thraustochytriaceae","Thraustochytrium","Thraustochytrium kinnei","Thraustochytrium kinnei",NA,NA,NA," 119121","Species"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Codonellidae","Tintinnopsis","Tintinnopsis","Tintinnopsis","zooplankton","Other","Plankton"," 163780","Genus"
"Chromista","Ciliophora","Oligotrichea","Choreotrichida","Codonellidae","Tintinnopsis","Tintinnopsis parvula","Tintinnopsis parvula","zooplankton","Other","Plankton"," 417153","Species"
"Chromista","Ciliophora","Litostomatea","Haptorida","Helicoprorodontidae","Trachelotractus","Trachelotractus entzi","Trachelotractus entzi","benthos","Macrobenthos","Macrobenthos"," 426547","Species"
"Animalia","Rotifera","Eurotatoria","Ploima","Trichocercidae","Trichocerca","Trichocerca rattus","Trichocerca rattus",NA,NA,NA," 148342","Species"
"Protozoa","Metamonada","Anaeromonadea","Trimastigida",NA,"Trimastix","Trimastix","Trimastix",NA,NA,NA," 118033","Genus"
"Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Tripterygion","Tripterygion delaisi","Tripterygion delaisi","fish","fish","Fish"," 127090","Species"
"Plantae","Tracheophyta","Magnoliopsida","Poales","Typhaceae","Typha","Typha angustifolia","Typha angustifolia",NA,NA,NA,"1415753","Species"
"Chromista","Bigyra","Labyrinthulea","Thraustochytrida","Thraustochytriaceae","Ulkenia","Ulkenia","Ulkenia",NA,NA,NA," 119096","Genus"
"Chromista","Haptophyta","Coccolithophyceae","Coccolithales","Calcidiscaceae","Umbilicosphaera","Umbilicosphaera sibogae","Umbilicosphaera sibogae","phytoplankton","Other","Plankton"," 235985","Species"
"Chromista","Heterokontophyta","Bacillariophyceae","Thalassiophysales","Catenulaceae","Undatella","Undatella","Undatella","phytoplankton","Other","Plankton"," 577743","Genus"
"Chromista","Ciliophora","Oligohymenophorea","Philasterida","Uronematidae","Uronema","Uronema marinum","Uronema marinum","microbenthos","Other","Microbenthos"," 172341","Species"
"Chromista","Ciliophora","Spirotrichea","Euplotida","Uronychiidae","Uronychia","Uronychia","Uronychia","benthos","Macrobenthos","Macrobenthos"," 341364","Genus"
"Chromista","Myzozoa","Conoidasida","Eugregarinorida","Urosporidae","Urospora","Urospora ovalis","Urospora ovalis",NA,NA,NA," 563247","Species"
"Chromista","Myzozoa","Conoidasida","Eugregarinorida","Urosporidae","Urospora","Urospora travisiae","Urospora travisiae",NA,NA,NA," 563253","Species"
"Chromista","Ciliophora","Oligohymenophorea","Sessilida","Vaginicolidae","Vaginicola","Vaginicola","Vaginicola","benthos","Macrobenthos","Macrobenthos"," 345440","Genus"
"Chromista","Ciliophora","Oligohymenophorea","Apostomatida","Foettingeriidae","Vampyrophrya","Vampyrophrya pelagica","Vampyrophrya pelagica","benthos","Macrobenthos","Macrobenthos","1030592","Species"
"Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","Verrucaria","Verrucaria",NA,NA,NA," 147701","Genus"
